,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
0,68,47,55,25,23,57,31,42,28,42,35,52,61,44,30,30,51,36,22,54,37,26,22,30,22,55,22,36,33,25,42,37,21,60,29,26,47,24,32,34,37,73,53,31,66,57,29,31,24,36,70,33,36,68,70,29,52,22,24,40,44,31,25,29,63,50,75,31,37,64,47,32,42,24,59,27,40,41,29,67,35,71,57,38,21,22,60,35,22,29,30,70,66,27,23,43,54,45,67,70,43,65,31,56,27,30,29,28,21,45,63,29,63,36,25,22,36,54,38,51,69,37,34,33,68,21,28,23,43,30,52,23,21,51,58,34,28,29,39,30,52,45,22,25,73,38,53,27,47,67,21,26,30,31,31,44,75,33,21,23,34,45,65,25,33,42,61,44,75,54,21,68,74,32,48,44,68,60,65,64,37,51,72,30,37,28,43,28,32,28,35,25,74,37,41,56,69,53,23,59,43,43,67,28,68,28,64,42,49,40,38,62,56,27,39,44,52,44,21,51,24,72,26,70,41,68,48,74,21,39,40,28,52,23,28,42,21,59,59,28,28,47,60,58,40,24,24,71,25,34,51,21,56,27,22,28,28,36,43,69,34,34,24,30,59,25,26,40,70,49,37,57,33,54,44,31,50,29,22,57,50,26,66,22,48,68,27,35,25,56,66,32,24,23,37,32,59,61,46,30
1,74,48,49,39,56,52,31,43,45,73,36,32,25,28,31,26,24,22,46,35,23,25,63,71,29,28,21,22,24,28,38,30,38,30,55,25,62,42,29,25,42,41,36,74,26,30,29,28,27,25,65,29,29,33,26,74,28,66,25,45,34,31,25,72,25,50,64,30,22,24,29,26,25,22,63,45,47,22,37,45,60,40,23,28,49,23,43,59,42,52,72,72,25,67,47,43,36,34,29,30,65,25,39,50,44,64,34,39,22,23,31,30,73,54,41,38,26,33,42,73,31,25,48,58,71,48,66,23,32,40,31,59,23,55,70,29,28,42,53,56,43,28,32,22,38,24,35,24,72,48,25,35,29,24,41,37,65,51,36,46,50,44,36,54,27,49,27,28,75,41,53,52,56,41,64,24,32,22,37,28,34,51,24,23,65,50,28,25,50,25,72,55,58,49,25,27,50,30,39,62,52,58,52,56,30,29,35,63,33,27,36,48,31,21,38,67,21,54,46,26,26,50,25,69,28,31,29,37,75,36,41,51,21,39,25,65,26,64,46,45,21,29,28,65,41,44,28,22,33,31,45,49,38,26,54,25,25,30,41,41,41,33,68,46,47,72,27,47,37,38,34,34,54,30,25,27,72,35,42,45,33,44,21,34,55,47,29,30,35,32,33,71,23,50,37,71,55,44,23,40
2,58,34,62,58,37,74,54,46,48,26,23,36,59,66,62,33,55,49,53,65,37,59,74,58,24,24,61,52,72,27,41,30,36,26,23,57,44,26,22,64,38,42,22,28,32,51,30,23,31,22,62,28,33,64,34,24,75,39,37,35,43,67,53,34,38,72,25,58,60,29,25,49,22,37,41,54,44,29,62,60,53,26,25,33,39,22,43,29,56,31,26,32,57,31,40,29,38,21,21,35,40,41,23,43,45,33,31,52,37,45,32,25,27,29,33,48,38,61,28,44,26,54,32,21,41,40,46,24,52,42,58,34,23,45,69,25,32,72,35,46,51,58,47,33,32,50,39,53,30,23,48,75,39,36,27,23,28,57,49,21,56,29,30,74,68,24,58,44,24,45,54,34,41,45,21,30,24,75,23,22,32,22,51,69,21,63,32,36,51,62,28,41,34,44,23,26,70,45,21,37,62,30,42,38,72,49,68,34,28,33,40,25,46,28,34,21,41,37,26,64,72,34,23,42,58,26,50,22,30,54,41,55,38,34,38,30,26,25,56,61,73,56,46,53,42,43,35,26,43,60,45,65,56,58,34,24,75,56,26,44,33,27,23,73,32,30,30,25,64,24,63,26,56,37,61,49,22,28,28,45,29,24,65,55,31,60,24,40,33,51,45,37,29,58,42,65,28,38,49,24
3,48,27,64,46,68,28,31,23,51,49,53,72,28,42,66,27,30,62,41,32,38,33,71,41,39,30,56,56,56,26,47,30,43,56,51,40,42,46,52,68,50,41,45,59,55,21,54,46,45,21,38,22,49,59,23,34,48,28,26,47,62,53,39,74,64,43,64,45,32,45,58,46,58,25,38,28,47,36,55,21,39,51,27,57,22,61,43,59,28,68,36,65,34,49,22,27,73,42,71,34,34,21,73,23,48,28,46,23,57,29,28,37,23,38,46,22,56,49,58,73,32,36,60,32,22,33,75,44,21,65,23,34,58,54,72,28,40,23,24,35,27,48,54,24,45,25,35,33,30,66,69,70,21,25,34,52,29,36,26,33,40,50,29,66,23,36,35,39,26,71,24,45,24,49,28,66,22,39,73,68,26,29,39,39,55,57,27,56,51,36,45,30,63,63,49,38,51,34,24,21,68,41,22,45,22,44,58,57,61,27,37,70,31,22,59,46,23,25,69,40,54,47,55,24,27,54,48,27,29,25,49,55,38,49,53,37,25,52,21,50,27,44,33,41,21,23,43,39,36,31,21,23,22,50,42,41,23,49,27,38,69,23,27,21,32,68,58,21,29,73,31,58,64,40,72,31,57,26,46,23,67,23,72,42,63,28,35,30,53,73,61,39,39,34,21,75,25,64,45,57
4,28,73,22,38,21,41,24,71,44,32,62,27,59,31,48,62,34,22,23,35,73,57,23,54,43,64,59,33,24,30,32,30,21,35,73,36,23,26,30,51,30,31,56,38,69,32,70,64,22,69,54,59,36,53,51,30,23,26,62,46,46,70,65,69,30,64,50,31,21,64,43,26,73,48,21,36,34,41,33,28,55,55,35,36,41,41,68,47,40,24,27,39,27,23,27,51,55,41,57,27,30,71,35,26,25,26,34,64,67,25,41,45,44,67,21,70,71,24,43,39,31,29,51,62,66,38,61,41,73,33,53,26,62,42,28,50,62,33,60,29,71,32,57,52,28,23,26,55,50,22,53,48,63,51,26,21,60,36,47,58,60,70,46,26,56,45,23,54,68,57,21,30,43,32,54,69,63,44,24,71,30,55,64,50,34,75,21,46,62,24,44,23,43,49,65,33,74,46,28,25,52,65,30,41,58,34,23,26,35,35,37,22,58,66,35,22,62,59,68,75,62,36,43,45,35,66,29,23,50,39,28,57,56,58,38,71,51,47,25,63,22,34,33,39,23,23,62,26,25,23,33,67,52,33,73,35,43,35,22,39,38,31,27,70,39,56,53,36,57,26,64,47,45,45,38,36,66,71,49,26,26,41,38,25,47,46,33,44,34,45,38,50,69,39,45,27,32,23,27,57
5,50,49,27,53,67,32,66,37,41,35,25,49,59,27,41,26,57,56,34,52,48,73,22,23,21,40,38,45,27,34,69,27,22,62,29,39,25,53,35,60,27,30,26,35,22,74,22,49,30,22,62,32,61,31,69,24,23,29,37,34,39,34,67,21,56,47,47,32,43,34,41,30,28,64,75,41,42,47,56,63,23,42,29,25,38,40,35,53,30,69,31,31,23,27,55,32,44,23,43,45,52,29,40,27,39,31,33,43,30,56,74,29,73,49,47,22,57,38,24,27,59,51,26,43,63,37,34,51,24,24,58,45,61,62,41,45,21,51,23,47,40,38,46,62,62,31,21,75,42,61,40,53,24,50,32,47,26,57,45,39,73,23,53,36,46,67,41,36,25,22,32,36,27,53,67,59,45,58,24,64,64,42,51,44,62,29,42,36,53,34,24,69,70,57,23,33,28,53,53,47,35,36,33,60,30,22,61,67,27,61,38,42,75,34,33,26,72,45,68,48,43,41,22,21,30,63,44,25,66,23,41,54,25,51,42,24,51,33,26,30,25,22,65,58,36,23,22,23,66,27,65,54,31,43,38,49,60,22,44,75,25,72,22,46,34,23,33,28,30,31,52,44,66,33,26,43,33,29,65,75,30,27,37,26,69,21,26,35,33,35,51,62,47,29,74,58,26,56,36,29
6,27,74,52,57,68,25,51,38,64,31,58,46,64,74,27,57,58,31,25,27,55,32,23,25,33,32,59,63,26,30,35,38,64,51,32,26,71,29,66,29,64,43,48,74,41,48,29,74,31,32,73,40,63,22,64,56,34,45,65,75,21,31,33,51,62,21,72,38,34,39,27,73,30,32,43,28,62,30,29,60,22,31,28,33,61,23,54,67,51,43,24,24,28,22,31,57,32,50,68,22,28,72,36,45,40,23,28,28,25,52,58,58,44,64,55,75,26,34,47,28,22,37,25,24,33,36,28,62,29,29,58,63,35,28,68,32,23,59,35,37,62,25,70,62,52,30,71,45,59,62,66,56,25,68,39,34,25,24,30,71,36,38,22,26,35,61,67,21,70,65,31,28,24,33,64,26,38,64,32,73,25,65,35,35,53,48,63,30,22,37,31,50,30,49,26,75,25,37,64,37,22,33,36,64,39,59,25,21,58,64,26,66,35,39,22,38,34,27,45,50,60,34,49,29,36,21,31,43,64,21,70,38,50,49,38,33,35,69,46,66,56,58,32,32,55,34,67,68,32,72,70,30,61,41,31,58,29,36,21,35,68,33,63,24,31,35,64,67,37,21,46,36,49,65,27,23,57,24,61,23,53,29,64,24,71,24,39,68,21,31,61,52,59,67,28,60,45,50,43,26
7,36,21,30,30,21,63,21,66,58,36,24,34,49,24,23,73,36,27,50,35,40,63,57,22,56,22,23,62,67,63,27,52,25,74,31,31,23,26,66,21,21,75,35,59,31,72,44,39,30,63,64,52,38,49,25,36,63,41,31,31,71,55,55,74,24,31,23,53,48,53,21,41,24,30,74,22,53,36,47,61,52,57,46,31,43,37,74,21,33,52,27,60,22,70,29,23,25,25,34,35,37,53,71,47,75,42,66,56,59,52,31,61,47,41,55,22,61,41,44,30,56,58,56,74,22,47,57,41,25,22,56,22,54,68,44,21,25,27,46,75,24,60,23,40,57,29,30,48,21,31,45,58,66,65,75,40,42,23,21,29,26,57,44,44,66,63,24,48,51,27,59,38,59,61,37,35,24,31,75,35,48,63,52,29,21,66,27,22,42,26,61,41,51,71,45,71,35,21,25,75,24,29,73,30,25,22,56,21,30,21,30,22,53,73,43,22,58,44,52,74,33,37,64,25,42,27,41,38,27,74,75,24,53,50,43,25,42,25,43,64,38,63,30,29,44,22,35,30,46,45,64,36,55,53,38,54,73,45,41,55,74,25,50,50,56,55,24,56,38,24,48,25,57,24,34,30,59,52,75,29,23,65,30,24,64,30,28,26,53,67,46,33,51,52,34,23,51,30,38,24
8,38,23,32,42,39,43,28,42,41,27,30,75,34,35,53,50,59,60,27,45,30,59,42,37,49,36,45,33,70,28,69,74,28,44,25,35,27,23,45,35,35,74,48,32,73,46,29,72,25,47,27,62,21,45,30,40,28,57,58,53,34,29,28,67,69,55,26,73,72,40,46,37,67,46,73,53,45,62,26,39,33,46,46,27,68,27,30,66,39,40,26,46,21,69,41,45,51,45,30,29,28,24,30,30,27,50,69,21,55,35,51,48,31,74,35,27,60,63,24,43,64,31,22,47,61,27,49,45,23,28,46,70,54,38,27,21,25,25,43,32,34,27,23,50,36,31,65,42,63,48,53,25,44,58,43,61,21,42,50,47,59,68,43,52,26,56,72,52,40,73,54,21,63,33,50,31,28,21,51,24,27,31,26,40,33,67,48,38,52,24,35,25,51,36,39,68,24,31,27,22,56,70,23,34,30,26,60,55,33,51,59,23,34,28,63,36,34,26,46,47,26,68,75,24,56,39,54,22,56,68,21,37,43,38,42,30,27,35,36,41,22,25,28,30,44,58,27,48,30,23,27,36,51,41,50,26,62,21,27,46,50,62,74,21,31,50,65,22,40,50,35,46,31,21,57,61,56,57,35,24,48,58,68,45,24,75,35,63,21,22,40,31,37,44,36,44,48,46,72,28
9,34,69,27,27,42,25,60,54,33,28,33,22,50,54,33,49,64,58,49,74,54,71,72,23,49,47,46,52,27,57,57,37,34,57,36,63,59,45,50,60,38,60,45,40,21,45,44,63,27,36,29,46,63,26,58,75,27,26,27,29,28,25,37,28,61,44,23,70,26,23,34,23,24,69,70,39,22,29,42,64,41,38,56,50,27,28,36,39,51,34,62,32,60,68,50,45,60,23,25,35,27,21,45,28,41,25,22,23,62,32,61,75,37,53,36,72,60,46,69,55,65,23,33,33,68,50,38,28,70,34,21,24,41,24,22,27,33,46,56,53,45,41,45,58,50,26,24,49,40,63,27,21,54,33,75,70,21,26,59,33,38,75,38,27,33,62,55,24,30,50,36,22,24,41,35,72,22,34,31,43,35,35,65,47,46,21,27,50,23,29,22,74,51,32,35,26,37,47,75,29,30,59,65,32,49,43,49,57,55,23,55,29,32,39,26,50,38,58,40,58,56,67,62,24,31,38,66,41,45,25,49,51,24,44,38,27,38,24,21,59,36,30,65,63,23,59,46,54,28,39,21,23,35,41,60,43,42,48,48,46,61,63,39,49,45,40,44,53,55,29,66,48,51,36,34,35,64,44,42,26,55,70,35,30,36,50,69,29,61,22,32,74,27,38,23,43,21,36,33,66
